id,y01,y02,y03,y04,y05,y06,y07,y08,y09,y10
1009,483,479,482,488,480,481,481,478,481,483
1010,483,479,482,488,480,481,481,478,481,483
1011,483,479,483,488,480,481,480,478,481,483
1012,483,479,482,488,480,481,480,478,481,483
1013,484,479,482,488,480,481,480,478,481,483
1014,484,479,482,488,480,481,480,479,481,483
1015,484,479,482,488,480,481,480,478,482,482
1016,484,479,483,487,480,481,480,479,481,483
1017,484,479,482,487,480,481,480,479,481,482
1018,484,479,482,487,481,481,480,479,481,483
1019,484,479,482,487,480,480,480,479,481,482
1020,484,478,482,487,480,481,480,479,481,482
1021,484,479,482,487,481,481,480,479,481,482
1022,484,479,482,487,481,480,481,479,481,482
1023,484,479,482,487,481,481,481,479,481,482
1024,483,479,482,487,481,481,481,479,481,482
1025,484,479,482,487,481,481,481,479,481,482
1026,484,479,482,486,481,481,480,479,481,482
1027,483,479,482,487,481,482,481,479,481,482
1028,483,480,482,487,481,483,481,480,481,482
1029,483,479,482,486,482,483,481,480,481,482
1030,483,479,482,487,482,483,481,479,481,482
1031,483,480,482,486,482,484,481,479,481,481
1032,483,480,482,487,482,484,481,479,481,482
1033,482,480,482,487,481,485,480,479,481,482
1034,482,480,482,487,481,485,481,480,481,482
1035,481,480,482,487,481,484,481,480,481,482
1036,482,480,481,486,481,484,481,480,481,481
1037,482,479,481,486,481,483,480,479,481,481
1038,481,479,481,486,481,483,480,480,481,481
1039,481,479,481,486,481,482,481,480,481,481
1040,481,480,482,486,481,481,481,480,481,481
1041,482,479,481,486,481,479,480,480,481,481
1042,482,480,481,486,481,478,480,480,481,481
1043,482,480,481,486,481,478,480,480,480,481
1044,481,480,481,486,481,478,479,480,481,480
1045,481,480,481,486,481,477,479,480,481,480
1046,481,480,481,486,481,477,479,480,482,480
1047,481,480,481,486,481,476,479,480,482,480
1048,482,480,481,486,481,476,479,480,482,480
1049,481,480,481,486,480,476,479,480,483,480
1050,481,480,481,486,480,476,478,480,483,480
1051,481,480,481,486,480,476,478,480,484,481
1052,481,480,481,486,479,476,478,480,484,481
1053,481,480,481,486,480,476,477,480,484,481
1054,481,481,481,486,479,476,477,480,484,482
1055,481,481,481,486,479,475,476,480,484,481
1056,481,481,481,486,479,476,476,480,484,482
1057,481,481,481,486,479,476,476,480,484,481
1058,481,481,481,486,479,476,476,480,482,482
1059,481,481,481,486,479,476,476,480,481,482
1060,481,481,481,486,479,476,476,480,480,482
1061,480,481,481,486,479,476,476,480,479,481
1062,480,480,481,486,479,476,476,480,479,481
1063,480,481,481,486,479,476,476,480,478,481
1064,480,480,481,486,479,476,476,480,478,481
1065,481,480,481,486,480,475,475,480,477,481
1066,481,480,481,486,479,476,475,480,477,482
1067,481,480,480,486,479,476,476,480,476,481
1068,481,479,481,486,479,476,476,480,476,481
1069,481,479,481,486,479,476,476,480,476,481
1070,481,479,481,486,479,476,476,479,476,481
1071,481,479,481,486,479,476,476,480,476,481
1072,481,479,480,486,479,476,476,480,476,481
1073,481,479,481,486,479,476,476,479,476,481
1074,481,479,481,486,479,476,476,479,476,481
1075,481,479,480,486,479,476,476,479,476,481
1076,481,478,481,487,479,476,476,480,476,481
1077,481,479,480,486,480,476,476,480,476,480
1078,480,478,480,487,479,476,476,480,476,481
1079,480,479,480,487,479,476,476,480,476,480
1080,480,478,481,487,479,477,476,479,476,480
1081,480,478,481,487,479,476,476,479,475,480
1082,480,478,481,487,479,476,476,479,476,480
1083,479,478,481,487,479,476,476,479,475,480
1084,479,478,481,487,479,476,476,480,475,481
1085,479,478,481,487,479,476,476,479,475,480
1086,480,478,481,487,479,476,476,479,475,480
1087,480,478,481,487,479,476,476,479,476,481
1088,480,478,481,488,479,476,476,479,476,480
1089,480,478,481,488,480,476,476,479,476,480
1090,479,478,482,487,479,476,476,479,476,480
1091,480,478,481,487,479,476,476,479,476,480
1092,480,478,481,487,479,476,476,479,476,480
1093,479,478,482,487,479,476,476,479,476,480
1094,479,478,482,487,479,476,476,479,476,481
1095,480,478,482,487,479,476,476,479,476,480
1096,480,478,481,487,479,476,476,479,476,480
1097,480,479,482,487,479,476,476,479,476,480
1098,480,478,482,486,479,476,476,478,476,480
1099,479,479,481,486,479,476,476,479,476,480
1100,479,479,481,487,480,476,476,478,476,481
1101,480,479,481,486,480,476,476,478,476,481
1102,479,480,481,486,479,476,476,478,476,481
1103,480,479,481,486,480,476,476,478,476,480
1104,480,479,481,486,480,476,476,478,476,480
1105,479,479,481,487,479,476,476,478,476,481
1106,479,479,481,486,480,477,475,479,476,480
1107,480,480,481,487,480,476,476,478,476,481
1108,479,480,481,487,480,476,475,478,476,481
1109,479,480,481,486,480,476,475,479,476,481
1110,479,480,481,487,479,477,475,479,476,480
1111,479,480,481,487,479,476,476,479,476,481
1112,479,480,481,487,479,477,475,479,476,481
1113,479,480,481,487,479,476,475,479,476,481
1114,479,480,481,487,479,477,475,480,476,481
1115,479,480,481,487,479,477,475,480,476,480
1116,479,480,481,487,479,477,476,479,476,480
1117,479,480,482,486,479,477,476,479,476,480
1118,480,480,481,487,479,477,476,480,476,480
1119,479,480,481,487,479,477,476,480,476,480
1120,479,480,482,486,479,477,476,480,476,480
1121,479,481,482,487,479,477,476,480,476,480
1122,479,481,482,486,479,477,477,479,476,480
1123,479,481,481,487,479,477,477,479,476,480
1124,479,480,481,486,479,477,478,479,476,480
1125,479,481,481,486,479,477,478,480,476,479
1126,479,480,481,486,479,477,478,480,476,480
1127,479,481,481,485,479,477,479,479,476,480
1128,479,481,481,486,479,477,479,479,476,480
1129,479,481,481,485,480,477,479,479,477,480
1130,479,481,481,485,480,476,479,479,477,481
1131,478,481,481,485,479,476,479,479,477,480
1132,478,480,480,485,479,476,478,479,476,480
1133,479,480,481,485,479,476,478,479,477,480
1134,479,480,480,484,479,476,477,479,477,480
1135,478,480,480,484,479,476,476,478,477,480
1136,478,480,480,484,480,476,475,478,477,480
1137,479,480,480,484,479,476,474,479,476,480
1138,478,480,480,484,479,476,473,479,476,480
1139,478,480,480,484,479,476,473,478,477,480
1140,478,480,480,484,479,475,472,478,477,480
1141,479,480,479,483,480,476,472,478,477,480
1142,478,480,479,483,479,476,472,478,477,480
1143,478,479,479,483,479,476,471,478,477,479
1144,478,480,479,483,479,476,471,478,477,479
1145,478,480,479,482,479,475,471,478,477,479
1146,478,480,479,482,479,475,471,478,478,480
1147,478,480,478,483,479,475,471,478,477,479
1148,478,480,478,482,479,475,471,478,477,480
1149,477,480,478,482,479,475,471,478,478,479
1150,477,480,478,482,479,475,471,478,477,479
1151,477,480,478,482,479,475,471,478,477,479
1152,477,480,478,482,479,475,471,478,477,479
1153,477,480,477,482,479,475,471,478,478,479
1154,477,480,477,482,479,475,471,478,477,479
1155,477,480,477,482,479,475,470,478,477,479
1156,477,480,477,482,479,475,471,478,476,479
1157,477,480,477,483,479,475,471,478,477,479
1158,476,480,477,482,478,475,470,478,477,479
1159,477,480,477,482,479,475,471,478,477,479
1160,477,479,477,483,478,476,471,478,476,479
1161,477,480,477,483,478,476,471,478,476,479
1162,476,479,476,483,478,476,471,478,476,479
1163,477,480,477,483,478,476,471,478,476,478
1164,476,480,477,483,478,476,471,478,476,478
1165,477,479,477,483,478,476,471,478,476,478
1166,477,479,477,483,478,476,471,478,476,479
1167,477,479,476,483,477,476,472,478,476,478
1168,477,479,477,483,477,476,472,478,476,478
1169,476,480,477,483,477,476,472,478,476,478
1170,477,480,477,483,477,476,472,478,476,478
1171,476,479,477,483,477,476,472,478,476,478
1172,476,479,477,483,477,476,472,478,476,478
1173,476,479,477,483,476,476,472,477,476,478
1174,475,479,477,484,476,477,472,477,476,478
1175,476,479,478,483,476,477,471,477,476,477
1176,476,479,478,483,476,477,472,477,476,478
1177,476,478,478,483,477,477,472,477,476,478
1178,476,478,478,484,476,477,472,477,476,477
1179,476,479,478,483,477,478,472,478,475,477
1180,476,479,478,483,477,478,472,477,475,477
1181,476,479,478,483,477,478,472,477,475,478
1182,475,478,478,483,477,478,472,477,476,477
1183,476,478,478,483,477,478,472,478,475,477
1184,476,479,478,483,477,478,472,478,475,477
1185,475,478,478,483,478,478,472,478,475,477
1186,475,478,478,483,478,478,472,478,475,477
1187,475,479,478,483,478,478,472,478,476,477
1188,475,478,478,483,478,478,472,477,475,477
1189,475,478,478,483,478,478,473,477,475,477
1190,475,478,478,482,478,478,473,477,475,477
1191,475,478,478,482,478,478,473,478,476,477
1192,475,478,478,482,477,478,473,478,476,477
1193,475,478,478,482,477,477,473,477,476,477
1194,474,478,478,482,477,478,473,477,476,477
1195,475,478,478,482,477,478,473,477,476,477
1196,475,478,478,482,477,477,474,478,476,477
1197,475,478,478,482,477,477,474,478,476,477
1198,475,478,478,482,477,477,474,477,476,477
1199,474,478,478,481,477,477,474,477,477,477
1200,474,478,478,482,477,478,474,477,477,477
1201,474,478,478,482,477,477,474,477,477,477
1202,474,478,478,481,477,477,474,477,477,477
1203,474,478,478,482,477,477,473,477,477,476
1204,474,478,478,482,477,476,474,477,477,476
1205,474,478,478,482,477,477,474,477,477,476
1206,474,478,478,481,477,477,474,477,478,476
1207,474,478,477,481,477,476,474,477,478,476
1208,474,477,477,481,477,476,474,477,477,476
1209,475,477,477,481,477,476,474,477,477,476
1210,475,477,477,481,477,476,474,477,477,476
1211,475,477,478,481,477,476,474,477,478,476
1212,475,477,477,481,477,477,474,476,478,475
1213,475,477,477,481,477,477,474,477,477,476
1214,476,477,477,481,477,476,474,477,477,476
1215,476,477,477,481,477,476,474,477,477,475
1216,476,477,477,482,477,476,474,477,477,475
1217,475,477,477,481,477,476,474,477,477,475
1218,476,477,477,481,477,476,474,477,477,475
1219,475,477,477,480,477,476,474,477,476,475
1220,476,477,477,480,477,476,474,477,476,475
1221,476,477,477,480,476,476,474,476,476,475
1222,475,477,477,480,477,476,474,476,476,475
1223,475,477,477,481,477,476,474,476,476,475
1224,475,477,477,480,477,476,474,476,477,475
1225,475,477,477,480,477,476,474,476,476,475
1226,475,477,477,481,476,476,474,476,477,475
1227,475,477,477,480,476,476,474,476,477,475
1228,475,477,477,480,476,476,473,476,476,475
1229,475,477,477,481,476,476,473,476,476,475
1230,475,477,477,480,477,476,473,476,476,475
1231,475,477,477,480,476,476,473,476,477,475
1232,475,477,477,481,476,476,474,476,476,475
1233,475,476,477,480,476,476,473,476,476,475
1234,475,477,477,480,476,476,474,476,476,475
1235,475,477,477,480,476,476,473,476,476,475
1236,475,476,477,480,476,476,473,476,476,475
1237,475,476,477,480,476,476,474,476,476,475
1238,475,476,477,480,476,476,474,476,476,475
1239,475,476,477,480,476,476,473,475,476,475
1240,475,476,477,480,476,476,473,475,476,475
1241,475,476,477,480,476,476,473,475,476,475
1242,475,476,477,480,476,476,473,475,476,475
1243,475,476,476,480,476,476,473,475,476,475
1244,475,476,477,480,476,476,473,476,476,474
1245,475,476,477,480,476,476,473,475,476,475
1246,475,476,477,480,476,476,473,475,476,475
1247,475,476,477,480,476,476,473,475,476,475
1248,474,476,477,480,476,476,473,475,476,475
1249,474,475,476,479,476,476,473,476,476,475
1250,475,475,477,479,476,476,473,475,476,475
1251,475,475,477,480,476,476,473,475,476,475
1252,474,475,477,480,476,476,473,474,476,475
1253,474,476,476,479,476,476,473,475,476,475
1254,474,476,476,480,476,476,473,475,476,475
1255,474,475,477,479,476,477,473,475,476,475
1256,474,475,477,479,476,476,473,475,476,475
1257,474,475,476,479,476,476,472,475,476,475
1258,473,475,477,479,476,476,472,475,475,475
1259,473,475,476,480,476,476,472,474,475,475
1260,473,476,476,480,476,477,472,475,476,475
1261,473,475,476,479,476,476,472,475,476,475
1262,472,476,476,479,476,476,472,474,475,475
1263,472,475,476,479,476,476,472,474,475,475
1264,472,475,475,479,476,476,472,474,475,475
1265,472,475,475,479,476,476,472,474,476,475
1266,472,475,476,479,475,476,472,474,476,475
1267,471,475,476,479,475,476,472,474,476,475
1268,471,475,475,479,475,476,473,474,476,475
1269,471,476,475,479,475,476,472,474,476,475
1270,471,475,475,479,475,475,473,474,475,476
1271,471,475,476,479,475,475,473,474,476,476
1272,471,475,476,479,475,475,473,474,476,476
1273,472,475,476,479,475,476,473,474,476,476
1274,471,475,476,478,475,475,473,473,476,476
1275,472,475,476,478,475,476,473,473,476,476
1276,472,475,476,478,475,475,473,473,476,476
1277,472,475,476,478,475,475,473,473,476,476
1278,471,475,476,477,475,475,473,473,476,477
1279,472,475,476,477,474,476,473,473,476,476
1280,471,475,475,476,474,476,473,473,475,476
1281,472,474,475,476,474,475,473,474,476,476
1282,472,475,475,476,474,475,474,474,476,476
1283,471,475,475,475,474,476,474,474,476,476
1284,471,475,475,475,475,475,474,474,476,476
1285,471,474,475,475,474,475,474,474,476,476
1286,471,475,475,475,474,475,474,474,475,476
1287,471,474,474,475,474,475,474,474,475,476
1288,471,474,474,474,474,475,473,474,475,476
1289,471,474,473,475,474,475,473,474,475,475
1290,471,474,473,475,474,475,473,474,475,475
1291,471,474,473,475,474,475,473,474,475,475
1292,471,473,472,474,474,475,473,474,475,475
1293,471,473,472,474,474,475,473,474,475,475
1294,472,473,472,475,474,475,473,473,475,475
1295,471,474,472,475,474,475,472,473,475,475
1296,472,474,472,475,474,475,473,473,475,475
1297,472,474,472,475,473,475,473,474,475,475
1298,471,473,471,475,474,475,473,473,475,475
1299,472,473,471,475,474,475,473,473,475,475
1300,472,474,471,475,473,475,473,473,474,475
1301,472,473,471,475,474,475,473,473,475,475
1302,472,474,471,475,474,474,473,473,475,475
1303,471,474,471,475,474,475,473,473,475,475
1304,472,474,471,475,474,474,473,473,474,475
1305,472,474,471,475,474,474,473,473,474,475
1306,472,474,471,475,474,474,473,473,474,475
1307,472,474,471,475,473,474,473,473,474,474
1308,472,474,471,475,474,474,473,473,474,475
1309,472,473,471,475,474,474,473,473,474,474
1310,472,473,471,475,474,474,473,473,474,474
1311,472,473,471,475,474,474,473,473,474,474
1312,472,473,471,475,474,474,473,473,474,474
1313,472,473,471,475,474,474,473,473,474,474
1314,472,473,471,476,474,474,473,473,474,474
1315,472,473,471,476,473,474,473,473,473,474
1316,472,473,471,475,474,474,473,473,472,474
1317,472,473,471,476,474,473,473,473,472,474
1318,472,473,471,476,474,473,473,473,472,474
1319,471,473,471,476,474,473,473,473,472,473
1320,471,473,471,476,474,474,473,473,473,473
1321,471,473,471,476,474,474,473,473,473,473
1322,471,473,471,475,474,474,473,473,473,473
1323,471,473,471,475,474,473,474,472,473,473
1324,471,473,471,475,474,474,473,472,473,473
1325,471,473,471,476,474,474,473,473,474,473
1326,471,473,471,476,474,474,473,472,474,474
1327,471,473,471,475,474,474,473,472,474,473
1328,472,473,471,475,474,474,473,472,474,473
1329,471,473,471,475,474,473,473,472,474,473
1330,472,473,471,475,474,473,473,472,474,473
1331,472,473,471,475,474,473,472,472,474,473
1332,471,473,471,475,475,473,473,472,474,473
1333,471,473,471,475,474,473,472,473,474,473
1334,471,472,471,475,475,473,473,472,473,473
1335,471,472,471,475,475,473,473,472,473,473
1336,471,473,471,475,475,473,473,472,473,473
1337,471,472,471,475,475,473,472,472,474,472
1338,471,472,471,475,476,473,472,472,474,473
1339,471,472,471,475,475,473,473,472,474,472
1340,471,472,471,475,475,473,473,472,473,473
1341,471,472,471,475,475,473,473,472,473,472
1342,471,472,471,475,475,472,473,473,473,472
1343,471,472,471,475,475,473,472,473,473,472
1344,471,472,471,475,476,473,473,473,473,472
1345,471,472,472,476,475,473,472,473,472,473
1346,471,472,471,475,475,473,472,473,473,472
1347,471,473,471,475,475,472,473,473,473,473
1348,471,473,471,475,475,472,472,473,473,473
1349,471,472,471,475,475,472,472,473,473,472
1350,471,472,471,476,475,472,472,474,473,472
1351,471,473,471,477,475,472,472,474,473,472
1352,471,473,471,477,475,472,472,474,473,472
1353,471,473,471,477,475,472,472,474,473,472
1354,471,473,471,477,475,472,472,474,473,472
1355,471,473,471,477,475,471,473,474,473,472
1356,471,473,471,477,475,472,472,474,473,472
1357,471,474,471,478,475,472,472,474,473,472
1358,471,474,472,478,475,472,473,474,473,472
1359,471,474,472,478,475,472,473,474,472,472
1360,471,474,472,478,475,471,473,474,473,472
1361,471,474,473,478,475,472,473,473,473,472
1362,471,474,473,477,475,472,473,473,473,472
1363,471,474,473,476,474,471,473,473,473,472
1364,471,474,473,476,475,471,473,473,473,472
1365,471,474,473,475,474,471,473,473,473,472
1366,471,473,473,474,474,471,473,473,472,472
1367,470,473,474,473,475,471,472,472,473,472
1368,471,473,474,472,475,471,472,472,473,472
1369,471,473,473,471,474,471,472,472,473,472
1370,471,473,473,471,474,471,473,471,473,472
1371,471,474,473,471,474,471,472,471,473,472
1372,471,473,472,471,474,471,472,471,473,472
1373,470,473,472,470,475,471,472,471,473,472
1374,471,473,471,470,475,471,472,471,473,472
1375,470,473,470,470,474,471,472,471,473,472
1376,471,473,470,470,475,471,472,472,472,472
1377,470,473,469,470,474,471,472,472,473,472
1378,470,473,469,470,474,471,472,472,472,472
1379,470,473,468,470,474,471,472,472,472,472
1380,470,473,468,470,474,471,472,472,473,471
1381,470,473,468,470,474,471,472,472,473,472
1382,470,473,467,470,474,471,472,472,473,471
1383,470,473,467,470,474,471,472,472,472,472
1384,470,473,467,470,474,471,472,472,473,471
1385,469,472,467,470,473,471,472,472,473,471
1386,469,473,467,470,473,471,472,472,472,471
1387,469,472,467,470,473,471,471,472,472,471
1388,470,472,466,470,473,471,471,472,472,471
1389,469,472,466,470,473,471,472,471,472,471
1390,469,472,466,470,473,471,472,471,472,471
1391,469,472,466,470,473,470,472,471,472,471
1392,469,472,466,470,473,470,472,471,472,471
1393,469,472,466,470,473,471,472,472,472,472
1394,469,472,466,469,473,470,471,471,472,471
1395,469,472,466,469,472,471,471,471,472,471
1396,469,472,466,469,473,470,471,471,472,471
1397,469,472,466,469,472,470,472,471,472,471
1398,469,471,466,469,472,470,471,471,471,471
1399,469,471,466,469,472,470,471,471,471,471
1400,469,471,466,470,472,470,471,471,471,471
1401,469,471,466,470,472,471,471,471,471,471
1402,470,471,466,470,471,470,471,471,471,471
1403,469,470,465,470,471,471,471,471,472,471
1404,470,470,466,470,472,471,471,471,472,471
1405,469,470,466,470,471,471,471,471,471,471
1406,469,470,466,470,471,471,471,471,471,471
1407,469,470,466,470,471,471,471,471,471,471
1408,469,470,466,470,471,471,471,471,471,471
1409,468,469,466,470,471,471,471,471,471,471
1410,468,469,466,470,471,472,471,470,471,471
1411,468,469,466,471,471,472,471,470,471,471
1412,468,469,466,471,471,472,471,471,471,471
1413,467,469,466,471,471,472,471,470,471,471
1414,467,470,466,470,471,472,471,470,471,471
1415,466,470,466,471,471,472,471,470,471,471
1416,466,469,466,471,472,472,471,470,471,471
1417,466,469,466,471,472,472,470,470,471,471
1418,465,469,466,471,472,472,471,470,471,470
1419,465,469,466,471,472,472,470,470,471,470
1420,465,470,467,472,471,472,470,470,471,470
1421,465,469,467,472,472,472,470,470,471,470
1422,465,469,467,472,472,472,470,471,471,470
1423,465,469,467,472,472,472,470,470,471,470
1424,465,469,467,472,472,472,470,470,471,471
1425,465,470,467,472,472,472,470,470,472,470
1426,465,469,467,472,472,472,470,471,471,470
1427,465,469,467,472,472,471,470,470,472,470
1428,465,469,468,472,472,471,470,470,471,470
1429,465,469,468,472,473,471,470,470,471,470
1430,465,469,468,473,472,471,470,470,472,470
1431,465,469,468,473,472,471,470,471,472,470
1432,465,469,468,473,472,471,469,470,472,470
1433,465,468,469,473,472,471,470,470,472,470
1434,465,469,469,473,472,471,470,470,472,470
1435,465,468,469,473,472,471,469,469,472,470
1436,465,468,469,473,472,471,469,470,472,470
1437,465,469,469,473,472,471,469,470,472,470
1438,465,469,469,473,472,470,469,470,472,470
1439,465,469,469,473,472,471,469,469,472,470
1440,465,469,469,473,472,471,469,469,472,470
1441,465,469,469,473,472,470,469,469,472,470
1442,464,469,469,473,472,470,469,469,472,470
1443,465,469,469,473,472,470,469,469,472,470
1444,464,469,469,473,472,470,469,469,472,470
1445,464,469,469,473,472,470,469,469,472,470
1446,465,469,470,473,472,470,469,469,471,470
1447,465,469,469,473,472,470,469,469,471,470
1448,465,469,470,473,472,470,469,469,471,470
1449,465,469,470,473,472,470,469,469,471,470
1450,465,469,469,473,472,470,469,469,471,469
1451,465,469,470,473,472,470,469,470,471,470
1452,465,469,470,473,472,470,469,469,470,469
1453,465,469,470,473,472,470,469,469,471,470
1454,466,469,470,473,472,470,469,470,471,470
1455,466,469,470,473,472,470,469,469,470,470
1456,465,470,470,473,471,470,469,469,471,469
1457,466,469,470,473,471,470,469,469,471,469
1458,465,469,470,473,470,469,469,469,471,469
1459,466,469,470,472,471,469,469,469,471,469
1460,465,469,470,472,471,469,469,470,470,469
1461,465,469,470,472,471,469,469,469,471,469
1462,465,469,470,472,471,469,469,469,471,469
1463,465,469,470,472,471,469,469,469,471,469
1464,465,469,470,472,472,469,469,469,470,469
1465,465,469,469,472,472,469,469,469,470,469
1466,465,469,469,471,472,469,469,469,470,469
1467,465,469,469,471,472,469,468,469,471,468
1468,465,469,469,472,472,469,469,469,471,468
1469,465,469,469,472,472,469,469,469,470,469
1470,465,469,469,471,472,469,468,469,470,468
1471,465,469,469,471,472,469,468,469,470,468
1472,465,469,469,471,472,469,468,469,470,468
1473,465,469,469,471,472,469,468,469,470,468
1474,465,469,468,472,472,469,468,469,470,468
1475,466,468,468,471,472,469,468,469,470,468
1476,466,468,468,471,472,469,468,468,470,467
1477,466,468,468,471,472,469,468,469,470,468
1478,467,468,468,471,472,469,468,469,470,467
1479,467,468,468,472,472,469,467,469,470,467
1480,468,468,468,472,472,469,467,468,470,466
1481,468,468,467,471,472,469,467,468,470,466
1482,469,468,467,471,472,469,467,468,470,466
1483,468,468,467,471,472,469,467,468,470,465
1484,469,468,467,471,472,469,467,469,470,465
1485,468,468,467,472,472,468,467,468,469,465
1486,469,468,467,472,472,469,467,468,470,464
1487,469,469,467,472,472,469,467,468,470,464
1488,469,468,467,471,472,469,468,468,469,464
1489,469,468,467,472,472,468,467,469,469,464
1490,469,468,467,472,471,468,467,468,469,464
1491,469,468,467,472,471,468,467,469,469,464
1492,469,468,468,472,471,468,467,468,469,463
1493,469,468,468,472,471,468,467,468,469,463
1494,468,468,468,472,472,468,467,469,469,463
1495,467,468,468,472,472,468,467,468,468,464
1496,466,468,468,472,472,468,467,469,469,463
1497,466,468,468,472,472,468,467,469,469,463
1498,465,468,468,472,472,468,468,468,469,463
1499,464,468,469,472,472,468,468,469,469,464
1500,463,468,469,472,472,468,468,468,469,464
1501,463,468,468,472,472,467,467,469,469,464
1502,463,468,468,472,471,467,468,469,469,464
1503,463,468,469,472,471,467,468,469,469,464
1504,462,468,469,472,471,467,468,469,469,464
1505,462,468,469,472,471,467,468,469,469,463
1506,462,468,469,472,471,467,468,469,469,463
1507,461,468,468,472,471,467,468,469,469,463
1508,461,468,468,472,471,467,469,469,469,463
1509,460,468,468,473,471,467,468,469,469,464
1510,461,468,469,473,471,467,468,469,469,463
1511,461,468,468,473,471,467,468,469,469,463
1512,461,468,469,473,471,468,469,469,469,464
1513,461,468,468,473,471,468,468,469,468,464
1514,460,468,469,473,470,467,469,469,469,464
1515,461,468,469,473,470,467,468,468,469,463
1516,461,468,469,473,470,467,469,468,469,463
1517,461,468,469,473,471,468,469,468,468,463
1518,461,467,469,473,471,468,469,468,468,464
1519,460,468,469,473,471,467,468,468,468,464
1520,461,468,469,473,471,467,468,468,468,464
1521,461,467,469,473,470,467,468,468,468,464
1522,461,468,469,473,471,467,468,468,468,464
1523,461,468,469,473,471,467,469,468,468,464
1524,461,467,469,473,471,467,469,468,468,463
1525,460,467,469,472,471,467,469,468,468,463
1526,461,467,469,472,470,467,468,467,468,463
1527,461,467,469,472,471,467,468,467,468,463
1528,461,467,469,472,470,467,468,467,468,463
1529,461,467,469,472,471,467,468,467,468,464
1530,460,467,469,472,470,467,468,467,468,464
1531,460,467,469,472,470,467,468,468,468,463
1532,461,467,469,472,470,467,468,468,468,464
1533,460,466,468,472,469,467,468,467,468,464
1534,460,466,468,472,469,467,467,467,468,463
1535,461,467,469,472,469,467,467,467,468,464
1536,460,467,469,473,469,467,468,467,468,464
1537,461,466,468,472,469,467,468,468,468,464
1538,461,466,469,473,468,467,468,467,468,463
1539,461,466,468,473,468,466,468,467,468,463
1540,461,466,469,472,468,467,468,467,468,464
1541,461,467,469,473,467,466,468,467,468,464
1542,461,466,469,473,467,467,468,467,468,464
1543,461,467,469,473,467,467,468,467,468,464
1544,461,467,469,473,467,467,468,467,468,464
1545,461,467,469,473,467,467,468,467,468,464
1546,461,467,469,473,467,466,468,467,468,464
1547,462,467,469,474,467,467,468,467,468,465
1548,461,467,469,473,467,467,468,467,468,465
1549,462,466,469,473,466,466,468,467,467,466
1550,462,466,469,473,467,466,467,466,468,466
1551,462,466,470,473,467,466,467,467,468,466
1552,462,466,469,473,466,466,467,466,467,467
1553,462,466,470,473,467,467,467,466,467,467
1554,462,465,470,473,467,466,467,466,468,468
1555,462,465,470,473,466,466,467,466,468,467
1556,462,464,470,473,467,466,467,465,468,468
1557,462,464,469,472,467,466,466,465,468,468
1558,463,464,469,472,467,467,467,464,468,468
1559,462,463,470,472,467,466,466,464,468,468
1560,462,462,470,472,467,467,467,463,468,468
1561,463,462,469,472,467,466,466,463,468,468
1562,463,462,469,472,467,466,466,463,468,468
1563,463,462,468,472,467,467,466,462,468,468
1564,463,462,468,472,467,467,466,462,468,467
1565,463,462,469,472,467,466,466,462,467,467
1566,463,462,468,471,467,466,466,462,468,466
1567,463,462,468,471,467,467,466,462,468,465
1568,463,462,468,472,467,466,466,462,468,464
1569,463,461,468,472,467,467,466,462,468,463
1570,463,462,468,471,467,466,466,462,468,462
1571,464,462,468,471,468,466,466,462,468,462
1572,463,462,468,471,467,467,466,462,468,462
1573,463,462,468,471,468,467,466,462,468,461
1574,463,462,468,471,468,466,466,462,468,460
1575,463,461,468,471,468,466,466,462,468,460
1576,463,461,468,471,468,466,466,462,468,460
1577,463,462,468,471,468,466,466,462,468,460
1578,463,462,468,471,467,466,466,462,468,460
1579,463,461,468,471,467,466,466,462,468,460
1580,463,462,468,471,467,465,466,462,468,460
1581,463,462,468,471,468,466,466,462,468,460
1582,463,462,468,471,468,466,466,462,468,460
1583,463,462,468,471,468,466,466,462,468,460
1584,463,462,468,472,468,466,466,462,468,460
1585,463,462,469,471,468,466,466,462,468,460
1586,462,462,469,471,468,465,466,462,468,460
1587,463,462,469,471,468,465,466,462,468,460
1588,462,462,469,472,468,466,466,462,468,460
1589,462,462,469,472,468,465,466,462,467,460
1590,462,462,469,471,468,465,466,462,467,460
1591,462,462,469,472,468,466,466,462,468,460
1592,462,462,469,472,468,465,466,462,468,460
1593,462,462,469,472,468,465,466,462,468,460
1594,462,462,469,472,468,465,465,462,467,460
1595,462,462,469,471,468,465,465,463,467,460
1596,462,462,469,471,468,465,466,462,467,460
1597,462,462,469,471,468,465,465,463,468,460
1598,462,462,469,471,468,465,465,463,467,460
1599,462,462,469,471,468,465,465,463,467,460
1600,462,462,469,472,468,465,465,463,467,461
1601,462,463,469,472,468,465,465,463,466,461
1602,462,463,469,471,467,465,465,463,467,460
1603,462,463,469,471,468,465,465,463,467,460
1604,462,463,469,471,467,465,465,463,466,461
1605,461,463,469,471,468,465,465,463,466,461
1606,462,463,469,471,468,465,465,463,466,461
1607,462,463,469,471,468,465,465,463,466,461
1608,461,463,469,471,468,465,465,463,467,461
1609,461,463,469,471,469,465,465,463,466,461
1610,461,463,469,471,469,465,465,463,467,462
1611,462,463,469,471,469,464,465,463,466,462
1612,462,463,469,471,470,464,465,463,467,462
1613,462,463,469,471,470,464,465,463,466,462
1614,462,463,469,471,471,463,465,463,466,461
1615,462,463,469,471,471,463,465,463,466,461
